Date,Request URI,Method,Response status
2023-07-05T09:42:48.889234700,/configuration/connectors,GET,status_:200
2023-07-05T09:42:51.581608200,/configurationJDBC/findById/connector111,GET,status_:200
2023-07-05T09:43:01.533557300,/configurationJDBC/pushToProxem,PUT,status_:200
2023-07-05T09:45:40.277973500,/configurationJDBC/findById/connector111,GET,status_:200
2023-07-05T09:47:31.600806700,/configurationJDBC/findById/connector111,GET,status_:200
2023-07-05T09:47:33.042896100,/configurationJDBC/findById/connector111,GET,status_:200
2023-07-05T10:13:14.952555800,/configurationJDBC/findById/connector111,GET,status_:200
2023-07-05T10:13:24.772444200,/configurationJDBC/findById/connector111,GET,status_:200
2023-07-05T10:23:17.346649600,/configurationJDBC/findById/connector111,GET,status_:200
2023-07-05T10:25:25.954402700,/configurationJDBC/findById/connector111,GET,status_:200
2023-07-05T10:25:38.687020200,/configurationJDBC/extract,OPTIONS,status_:200
2023-07-05T10:25:38.692025600,/configurationJDBC,OPTIONS,status_:200
2023-07-05T10:25:38.752258900,/configurationJDBC/extract,POST,status_:200
2023-07-05T10:25:38.816259200,/configurationJDBC,PUT,status_:200
2023-07-05T10:30:03.145761300,/configurationJDBC/findById/connector111,GET,status_:200
2023-07-05T10:30:15.906412600,/configurationJDBC,PUT,status_:200
2023-07-05T10:30:15.947412400,/configurationJDBC/extract,POST,status_:200
2023-07-05T10:30:34.199735700,/configuration/connectors,GET,status_:200
2023-07-05T10:30:35.619079500,/configuration/findById/test1,GET,status_:200
2023-07-05T10:30:38.674556700,/configuration,OPTIONS,status_:200
2023-07-05T10:30:38.697557,/configuration,PUT,status_:200
2023-07-05T10:31:04.511501,/configuration,PUT,status_:200
2023-07-05T10:31:17.597155,/configuration,PUT,status_:200
2023-07-05T10:31:43.234959900,/configuration,PUT,status_:200
2023-07-05T10:31:55.426920100,/configuration,PUT,status_:200
2023-07-05T10:31:56.915157300,/configuration,PUT,status_:200
2023-07-05T10:42:01.813804200,/configuration/findById/test1,GET,status_:200
2023-07-05T10:42:26.759631600,/configuration/findById/test1,GET,status_:200
2023-07-05T10:42:29.303663600,/configuration/findById/test1,GET,status_:200
2023-07-05T10:42:31.293302300,/configuration/findById/test1,GET,status_:200
2023-07-05T10:42:36.351570200,/configuration/findById/test1,GET,status_:200
2023-07-05T10:42:38.506830100,/configuration/findById/test1,GET,status_:200
2023-07-05T10:42:45.493658900,/configuration/connectors,GET,status_:200
2023-07-05T10:42:48.063847200,/configuration/connectors,GET,status_:200
2023-07-05T10:42:49.610439,/configurationJDBC/findById/connector111,GET,status_:200
2023-07-05T10:42:58.628472500,/configurationJDBC/extract,POST,status_:200
2023-07-05T10:46:08.247802,/configurationJDBC/findById/connector111,GET,status_:200
2023-07-05T10:46:14.137766700,/configurationJDBC/findById/connector111,GET,status_:200
2023-07-05T10:46:16.015661900,/configurationJDBC/findById/connector111,GET,status_:200
2023-07-05T10:46:28.830273400,/configurationJDBC/extract,POST,status_:200
2023-07-05T10:46:56.155894500,/configurationJDBC,PUT,status_:200
2023-07-05T10:46:56.207890900,/configurationJDBC,PUT,status:500_Internal Server Error
2023-07-05T10:47:50.199744700,/configuration/connectors,GET,status_:200
2023-07-05T10:47:52.125518500,/configuration/connectors,GET,status_:200
2023-07-05T10:47:53.522650700,/configurationJDBC/findById/connector111,GET,status_:200
2023-07-05T10:51:28.209963200,/configurationJDBC/findById/connector111,GET,status_:200
2023-07-05T10:51:43.274492900,/configurationJDBC/findById/connector111,GET,status_:200
2023-07-05T10:51:44.426350700,/configurationJDBC/findById/connector111,GET,status_:200
2023-07-05T10:51:47.321506100,/configurationJDBC/findById/connector111,GET,status_:200
